date,Close,High,Low,Open,Volume,VolWeiAvgPrc
2020-11-10 00:00:00,1.18335,1.18374,1.1825,1.18353,7527,1.1832
2020-11-10 01:00:00,1.18297,1.18347,1.18198,1.18335,9911,1.1827
2020-11-10 02:00:00,1.18168,1.18359,1.18142,1.18298,19165,1.1826
2020-11-10 03:00:00,1.18347,1.18433,1.18164,1.18166,27979,1.1831
2020-11-10 04:00:00,1.18065,1.18405,1.18002,1.18347,22558,1.1821
2020-11-10 05:00:00,1.17803,1.18099,1.17798,1.18065,29334,1.1795
2020-11-10 06:00:00,1.18011,1.18079,1.17797,1.17803,20740,1.1793
2020-11-10 07:00:00,1.18097,1.18198,1.17955,1.18009,19684,1.1806
2020-11-10 08:00:00,1.18103,1.18148,1.17931,1.18096,22934,1.1805
2020-11-10 09:00:00,1.18136,1.18273,1.1801,1.18103,35109,1.1812
2020-11-10 10:00:00,1.18207,1.18344,1.18073,1.18136,35995,1.1819
2020-11-10 11:00:00,1.18099,1.18234,1.18028,1.18207,20298,1.1814
2020-11-10 12:00:00,1.18198,1.18224,1.18082,1.18099,11888,1.1816
2020-11-10 13:00:00,1.18209,1.18239,1.18154,1.18198,9072,1.1819
2020-11-10 14:00:00,1.18139,1.1826,1.1813,1.18207,10292,1.1822
2020-11-10 15:00:00,1.18086,1.18156,1.18032,1.18139,8355,1.181
2020-11-10 16:00:00,1.1813,1.18188,1.18044,1.18087,4178,1.1812
2020-11-10 17:00:00,1.1818,1.18216,1.18065,1.18119,2142,1.1818
2020-11-10 18:00:00,1.18183,1.18205,1.18168,1.18179,4008,1.1818
2020-11-10 19:00:00,1.18179,1.18262,1.1817,1.18184,7429,1.1822
2020-11-10 20:00:00,1.18271,1.18284,1.18172,1.18178,9213,1.1823
2020-11-10 21:00:00,1.1825,1.18285,1.18215,1.1827,7626,1.1826
2020-11-10 22:00:00,1.1827,1.18327,1.1824,1.18249,7299,1.1829
2020-11-10 23:00:00,1.18229,1.18289,1.18228,1.1827,3286,1.1826
2020-11-11 00:00:00,1.18248,1.18262,1.18212,1.1823,3989,1.1824
2020-11-11 01:00:00,1.18242,1.18268,1.18167,1.18249,5255,1.1822
2020-11-11 02:00:00,1.18082,1.18282,1.1807,1.18241,11676,1.1819
2020-11-11 03:00:00,1.17891,1.18101,1.1784,1.18082,21047,1.1795
2020-11-11 04:00:00,1.1793,1.18001,1.17797,1.17892,22535,1.1792
2020-11-11 05:00:00,1.17851,1.17972,1.1775,1.1793,15764,1.1788
2020-11-11 06:00:00,1.17685,1.17921,1.17623,1.17851,15777,1.1777
2020-11-11 07:00:00,1.17724,1.17728,1.17537,1.17685,20001,1.1761
2020-11-11 08:00:00,1.17586,1.17743,1.17539,1.17724,17099,1.1764
2020-11-11 09:00:00,1.17523,1.17638,1.17457,1.17586,17451,1.1753
2020-11-11 10:00:00,1.17578,1.17594,1.17454,1.17523,16577,1.1753
2020-11-11 11:00:00,1.1766,1.17679,1.17561,1.17577,11569,1.1762
2020-11-11 12:00:00,1.1773,1.17743,1.17627,1.1766,7274,1.1768
2020-11-11 13:00:00,1.17727,1.1778,1.17709,1.17731,4423,1.1774
2020-11-11 14:00:00,1.17738,1.17753,1.17692,1.17726,5124,1.1772
2020-11-11 15:00:00,1.17806,1.17813,1.17701,1.17738,4680,1.1774
2020-11-11 16:00:00,1.17771,1.17825,1.17767,1.17806,2660,1.178
2020-11-11 17:00:00,1.17759,1.17797,1.1772,1.17763,834,1.1777
2020-11-11 18:00:00,1.17792,1.17799,1.17751,1.17759,1723,1.1778
2020-11-11 19:00:00,1.17794,1.17817,1.17732,1.17793,4504,1.1778
2020-11-11 20:00:00,1.17822,1.17883,1.1776,1.17794,7138,1.1783
2020-11-11 21:00:00,1.17806,1.17833,1.17777,1.17821,5221,1.178
2020-11-11 22:00:00,1.17734,1.17814,1.17723,1.17805,5800,1.1777
2020-11-11 23:00:00,1.17701,1.17763,1.17693,1.17735,4930,1.1773
2020-11-12 00:00:00,1.17737,1.17742,1.17678,1.17699,5355,1.1771
2020-11-12 01:00:00,1.17653,1.17744,1.17586,1.17738,8505,1.1766
2020-11-12 02:00:00,1.177,1.17753,1.17628,1.17653,12246,1.1769
2020-11-12 03:00:00,1.17891,1.17925,1.17699,1.17699,17678,1.1785
2020-11-12 04:00:00,1.18093,1.18123,1.17838,1.17891,17945,1.1801
2020-11-12 05:00:00,1.18103,1.18203,1.18087,1.18092,12829,1.1814
2020-11-12 06:00:00,1.18103,1.18232,1.18081,1.18104,10994,1.1815
2020-11-12 07:00:00,1.17983,1.1813,1.17916,1.18103,14550,1.1803
2020-11-12 08:00:00,1.18094,1.18126,1.17899,1.17982,19329,1.1799
2020-11-12 09:00:00,1.17966,1.18135,1.17872,1.18094,21578,1.1795
2020-11-12 10:00:00,1.18105,1.18159,1.17925,1.17967,22559,1.1805
2020-11-12 11:00:00,1.18142,1.18176,1.18093,1.18105,13610,1.1814
2020-11-12 12:00:00,1.18,1.1815,1.17986,1.18143,10476,1.1806
2020-11-12 13:00:00,1.18103,1.18105,1.17961,1.18,10079,1.1802
2020-11-12 14:00:00,1.1806,1.18115,1.18012,1.18103,9100,1.1806
2020-11-12 15:00:00,1.1807,1.18074,1.1799,1.18061,9091,1.1803
2020-11-12 16:00:00,1.18029,1.18092,1.18026,1.18071,2956,1.1807
2020-11-12 17:00:00,1.1806,1.18074,1.17997,1.18029,1609,1.1805
2020-11-12 18:00:00,1.1804,1.18079,1.18028,1.1806,3932,1.1806
2020-11-12 19:00:00,1.18072,1.18137,1.18038,1.18041,5828,1.1809
2020-11-12 20:00:00,1.18088,1.18134,1.18067,1.18072,7480,1.181
2020-11-12 21:00:00,1.18046,1.18087,1.18009,1.18087,6967,1.1804
2020-11-12 22:00:00,1.18021,1.18067,1.18007,1.18046,5017,1.1803
2020-11-12 23:00:00,1.18039,1.18055,1.17995,1.1802,4151,1.1802
2020-11-13 00:00:00,1.18064,1.18099,1.18032,1.18039,4464,1.1806
2020-11-13 01:00:00,1.18072,1.18092,1.18033,1.18065,4931,1.1806
2020-11-13 02:00:00,1.18155,1.1818,1.18008,1.18071,10814,1.1809
2020-11-13 03:00:00,1.1814,1.18228,1.18088,1.18155,15285,1.1814
2020-11-13 04:00:00,1.18271,1.18274,1.18069,1.18141,14378,1.1814
2020-11-13 05:00:00,1.18262,1.18345,1.18208,1.18271,11611,1.1828
2020-11-13 06:00:00,1.18178,1.18305,1.1815,1.18262,11154,1.1821
2020-11-13 07:00:00,1.18164,1.18194,1.18117,1.18178,8403,1.1815
2020-11-13 08:00:00,1.18207,1.18264,1.18084,1.18163,13600,1.1818
2020-11-13 09:00:00,1.18168,1.18258,1.18133,1.18207,15012,1.182
2020-11-13 10:00:00,1.18201,1.18317,1.18146,1.18167,16484,1.1824
2020-11-13 11:00:00,1.18238,1.18293,1.18178,1.18201,10573,1.1824
2020-11-13 12:00:00,1.18264,1.18315,1.18228,1.18239,6235,1.1827
2020-11-13 13:00:00,1.18251,1.18332,1.18243,1.18264,5482,1.1828
2020-11-13 14:00:00,1.18327,1.1835,1.18242,1.1825,5368,1.1831
2020-11-13 15:00:00,1.18329,1.18355,1.18306,1.18327,5083,1.1833
2020-11-13 16:00:00,1.18347,1.18375,1.18319,1.18328,2840,1.1834
2020-11-15 17:00:00,1.18368,1.18407,1.18291,1.184,710,1.1837
2020-11-15 18:00:00,1.18447,1.18489,1.18367,1.18367,5266,1.1845
2020-11-15 19:00:00,1.18397,1.18454,1.18373,1.18446,6000,1.1841
2020-11-15 20:00:00,1.18481,1.18489,1.18382,1.18397,7625,1.1845
2020-11-15 21:00:00,1.18499,1.18502,1.18452,1.18481,5022,1.1848
2020-11-15 22:00:00,1.18523,1.18543,1.18494,1.185,4994,1.1852
2020-11-15 23:00:00,1.18517,1.18548,1.18509,1.18523,2208,1.1853
2020-11-16 00:00:00,1.18471,1.18529,1.1847,1.18518,3932,1.185
2020-11-16 01:00:00,1.18515,1.18515,1.18464,1.18471,4516,1.1849
2020-11-16 02:00:00,1.1856,1.18569,1.18443,1.18514,10033,1.185
2020-11-16 03:00:00,1.18592,1.18691,1.18537,1.18559,13902,1.1861
2020-11-16 04:00:00,1.18451,1.18606,1.18403,1.18593,14065,1.1849
2020-11-16 05:00:00,1.1844,1.18477,1.1835,1.18451,14489,1.1842
2020-11-16 06:00:00,1.18294,1.18491,1.18257,1.1844,23297,1.1839
2020-11-16 07:00:00,1.18334,1.18494,1.18254,1.18294,32784,1.1839
2020-11-16 08:00:00,1.18211,1.18349,1.18141,1.18335,29304,1.1823
2020-11-16 09:00:00,1.18268,1.1835,1.18187,1.18211,22206,1.1828
2020-11-16 10:00:00,1.18351,1.1842,1.18208,1.18268,17405,1.1834
2020-11-16 11:00:00,1.18437,1.18455,1.18346,1.18352,10794,1.184
2020-11-16 12:00:00,1.18419,1.18443,1.18385,1.18437,6052,1.1842
2020-11-16 13:00:00,1.18398,1.18466,1.18367,1.18419,5895,1.1841
2020-11-16 14:00:00,1.18426,1.18464,1.1838,1.18398,5273,1.1843
2020-11-16 15:00:00,1.18523,1.18525,1.18424,1.18427,4012,1.1846
2020-11-16 16:00:00,1.18498,1.18568,1.1849,1.18522,3523,1.1853
2020-11-16 17:00:00,1.18558,1.18565,1.18496,1.18498,1101,1.1855
2020-11-16 18:00:00,1.18593,1.18608,1.18546,1.18558,4268,1.1858
2020-11-16 19:00:00,1.18643,1.18646,1.18586,1.18593,6112,1.1862
2020-11-16 20:00:00,1.18599,1.18668,1.18598,1.18643,6460,1.1864
2020-11-16 21:00:00,1.18625,1.1867,1.18591,1.18598,5334,1.1863
2020-11-16 22:00:00,1.18603,1.18626,1.1859,1.18624,3268,1.1861
2020-11-16 23:00:00,1.1859,1.18608,1.18575,1.18602,2712,1.1859
2020-11-17 00:00:00,1.18562,1.18593,1.18541,1.1859,3765,1.1857
2020-11-17 01:00:00,1.18558,1.18585,1.18513,1.18562,4993,1.1855
2020-11-17 02:00:00,1.18461,1.18598,1.1846,1.18559,9160,1.1853
2020-11-17 03:00:00,1.18741,1.18757,1.18426,1.18462,17821,1.1862
2020-11-17 04:00:00,1.18679,1.18751,1.18649,1.18741,14800,1.187
2020-11-17 05:00:00,1.18748,1.1877,1.18652,1.18679,11960,1.187
2020-11-17 06:00:00,1.18775,1.18856,1.18745,1.18749,11265,1.188
2020-11-17 07:00:00,1.18806,1.18812,1.18666,1.18774,11459,1.1874
2020-11-17 08:00:00,1.18859,1.18938,1.18726,1.18806,18184,1.1884
2020-11-17 09:00:00,1.18716,1.18861,1.18668,1.18859,16590,1.1876
2020-11-17 10:00:00,1.18761,1.18767,1.18579,1.18716,19963,1.1868
2020-11-17 11:00:00,1.18612,1.18776,1.18605,1.18762,13013,1.1867
2020-11-17 12:00:00,1.18631,1.18658,1.18574,1.18612,8265,1.1862
2020-11-17 13:00:00,1.18676,1.18688,1.18624,1.1863,5092,1.1866
2020-11-17 14:00:00,1.18642,1.18695,1.18634,1.18675,4918,1.1866
2020-11-17 15:00:00,1.18654,1.18662,1.18614,1.18641,5526,1.1864
2020-11-17 16:00:00,1.18615,1.18664,1.18605,1.18655,3540,1.1864
2020-11-17 17:00:00,1.18623,1.18656,1.18603,1.18615,874,1.1862
2020-11-17 18:00:00,1.18637,1.18642,1.18607,1.18621,3172,1.1862
2020-11-17 19:00:00,1.18589,1.1866,1.18554,1.18636,5331,1.1861
2020-11-17 20:00:00,1.18546,1.18593,1.18504,1.18589,6428,1.1854
2020-11-17 21:00:00,1.18589,1.18601,1.18536,1.18547,3911,1.1856
2020-11-17 22:00:00,1.18622,1.18622,1.18574,1.18589,3276,1.186
2020-11-17 23:00:00,1.18682,1.18697,1.18605,1.18622,4159,1.1865
2020-11-18 00:00:00,1.18739,1.18752,1.18671,1.18681,3121,1.1872
2020-11-18 02:00:00,1.18823,1.18862,1.18806,1.18827,4631,1.1884
2020-11-18 03:00:00,1.18782,1.18911,1.18758,1.18824,14176,1.1884
2020-11-18 04:00:00,1.18882,1.18892,1.18761,1.18781,10091,1.1884
2020-11-18 05:00:00,1.1877,1.18883,1.18721,1.18883,10652,1.188
2020-11-18 06:00:00,1.18722,1.18787,1.18696,1.1877,12195,1.1874
2020-11-18 07:00:00,1.18671,1.18724,1.1861,1.18722,14541,1.1867
2020-11-18 08:00:00,1.18595,1.18697,1.18515,1.18672,16103,1.1861
2020-11-18 09:00:00,1.18658,1.18729,1.18542,1.18595,14874,1.1864
2020-11-18 10:00:00,1.18749,1.18767,1.18637,1.18657,16331,1.1869
2020-11-18 11:00:00,1.1869,1.18767,1.18627,1.1875,11675,1.1869
2020-11-18 12:00:00,1.18696,1.18719,1.18643,1.18689,7861,1.1868
2020-11-18 13:00:00,1.18653,1.18703,1.18643,1.18697,6100,1.1867
2020-11-18 14:00:00,1.18637,1.18678,1.18584,1.18653,6737,1.1864
2020-11-18 15:00:00,1.18528,1.18671,1.18528,1.18637,6705,1.186
2020-11-18 16:00:00,1.18522,1.18564,1.18492,1.18528,3136,1.1853
2020-11-18 17:00:00,1.1851,1.18574,1.18508,1.18522,1376,1.1853
2020-11-18 18:00:00,1.18452,1.18536,1.18448,1.18511,2664,1.1852
2020-11-18 19:00:00,1.1837,1.18452,1.1832,1.18452,10753,1.1839
2020-11-18 20:00:00,1.18428,1.18435,1.18336,1.1837,7127,1.1839
2020-11-18 21:00:00,1.18456,1.18513,1.18427,1.18427,6659,1.1847
2020-11-18 22:00:00,1.18422,1.18484,1.18408,1.18455,4381,1.1845
2020-11-18 23:00:00,1.18471,1.18479,1.18412,1.18421,4746,1.1845
2020-11-19 00:00:00,1.18504,1.18522,1.18428,1.1847,4870,1.1847
2020-11-19 01:00:00,1.18509,1.18521,1.18455,1.18504,6167,1.1849
2020-11-19 02:00:00,1.18443,1.18523,1.18424,1.18509,10879,1.1849
2020-11-19 03:00:00,1.18268,1.18499,1.18218,1.18444,18864,1.1837
2020-11-19 04:00:00,1.18297,1.18358,1.18227,1.18267,15567,1.183
2020-11-19 05:00:00,1.18273,1.18324,1.18161,1.18296,14330,1.1825
2020-11-19 06:00:00,1.18382,1.18385,1.1823,1.18273,10364,1.183
2020-11-19 07:00:00,1.1836,1.18415,1.18322,1.18382,9106,1.1836
2020-11-19 08:00:00,1.18302,1.18366,1.18275,1.18359,13053,1.1831
2020-11-19 09:00:00,1.18313,1.18333,1.18185,1.18303,17200,1.1826
2020-11-19 10:00:00,1.18397,1.18456,1.18284,1.18312,18314,1.1836
2020-11-19 11:00:00,1.18422,1.18447,1.18347,1.18397,11443,1.1841
2020-11-19 12:00:00,1.18463,1.18509,1.18408,1.18422,6667,1.1846
2020-11-19 13:00:00,1.18539,1.18542,1.18463,1.18463,4582,1.1849
2020-11-19 14:00:00,1.18758,1.18759,1.18532,1.18539,7431,1.1866
2020-11-19 15:00:00,1.18787,1.18803,1.18741,1.18758,6135,1.1877
2020-11-19 16:00:00,1.18727,1.18827,1.18726,1.18787,3172,1.1878
2020-11-19 17:00:00,1.18683,1.18761,1.18683,1.18726,1143,1.187
2020-11-19 18:00:00,1.18655,1.18721,1.18652,1.18684,3589,1.1869
2020-11-19 19:00:00,1.18747,1.18749,1.18655,1.18656,4540,1.1871
2020-11-19 20:00:00,1.18767,1.18783,1.18739,1.18747,5470,1.1876
2020-11-19 21:00:00,1.18731,1.18769,1.18705,1.18767,3766,1.1873
2020-11-19 22:00:00,1.18756,1.1879,1.18725,1.18731,3701,1.1876
2020-11-19 23:00:00,1.18846,1.18862,1.18746,1.18756,4332,1.1881
2020-11-20 00:00:00,1.18842,1.18909,1.18813,1.18846,7214,1.1885
2020-11-20 01:00:00,1.18837,1.18889,1.18808,1.18841,6072,1.1885
2020-11-20 02:00:00,1.18697,1.18863,1.18661,1.18836,11412,1.1873
2020-11-20 03:00:00,1.18732,1.18742,1.18658,1.18697,13610,1.187
2020-11-20 04:00:00,1.18592,1.18732,1.18561,1.18732,16054,1.1862
2020-11-20 05:00:00,1.18545,1.186,1.18514,1.18592,12791,1.1856
2020-11-20 06:00:00,1.18739,1.1875,1.18525,1.18544,11948,1.1863
2020-11-20 07:00:00,1.18718,1.18784,1.18679,1.1874,9289,1.1871
2020-11-20 08:00:00,1.18678,1.1872,1.18566,1.18718,11601,1.1864
2020-11-20 09:00:00,1.18693,1.18759,1.18668,1.18678,13139,1.1871
2020-11-20 10:00:00,1.18543,1.18738,1.18499,1.18693,14215,1.1865
2020-11-20 11:00:00,1.18564,1.18631,1.18532,1.18543,9728,1.1858
2020-11-20 12:00:00,1.18542,1.18578,1.18506,1.18563,5781,1.1854
2020-11-20 13:00:00,1.18577,1.18598,1.18497,1.18542,4909,1.1855
2020-11-20 14:00:00,1.18583,1.18587,1.18546,1.18577,3666,1.1857
2020-11-20 15:00:00,1.18581,1.18616,1.18569,1.18583,4452,1.1859
2020-11-20 16:00:00,1.18555,1.18636,1.18545,1.18582,3507,1.186
2020-11-22 17:00:00,1.18582,1.18585,1.18507,1.18507,829,1.1855
2020-11-22 18:00:00,1.18656,1.18661,1.18566,1.18584,3644,1.186
2020-11-22 19:00:00,1.1872,1.18735,1.18638,1.18657,3614,1.1869
2020-11-22 20:00:00,1.18767,1.18781,1.18718,1.18719,4432,1.1875
2020-11-22 21:00:00,1.18744,1.18767,1.1872,1.18767,2268,1.1874
2020-11-22 22:00:00,1.18724,1.1876,1.18721,1.18745,2170,1.1874
2020-11-22 23:00:00,1.18731,1.18732,1.18715,1.18724,1582,1.1872
2020-11-23 00:00:00,1.18767,1.1877,1.1872,1.18732,2223,1.1874
2020-11-23 01:00:00,1.1875,1.18787,1.18723,1.18767,3389,1.1876
2020-11-23 02:00:00,1.1868,1.1879,1.18672,1.1875,9913,1.1873
2020-11-23 03:00:00,1.18727,1.18759,1.18629,1.18681,15338,1.1869
2020-11-23 04:00:00,1.18777,1.18828,1.18699,1.18727,13163,1.1877
2020-11-23 05:00:00,1.18954,1.18988,1.18755,1.18777,11267,1.1883
2020-11-23 06:00:00,1.19039,1.19057,1.18921,1.18955,15158,1.1899
2020-11-23 07:00:00,1.19024,1.19061,1.18981,1.19039,9651,1.1902
2020-11-23 08:00:00,1.18995,1.19046,1.18902,1.19023,13549,1.1898
2020-11-23 09:00:00,1.18686,1.19005,1.18647,1.18995,20283,1.1883
2020-11-23 10:00:00,1.18165,1.18687,1.18125,1.18686,32869,1.1833
2020-11-23 11:00:00,1.18259,1.18271,1.18,1.18165,21122,1.1816
2020-11-23 12:00:00,1.18413,1.18425,1.18248,1.18258,9071,1.1833
2020-11-23 13:00:00,1.18422,1.18449,1.18395,1.18414,5927,1.1842
2020-11-23 14:00:00,1.18418,1.18459,1.18349,1.18422,6747,1.184
2020-11-23 15:00:00,1.18382,1.18481,1.18371,1.18419,6278,1.1843
2020-11-23 16:00:00,1.18393,1.18422,1.18371,1.18383,2380,1.184
2020-11-23 17:00:00,1.18381,1.18406,1.18333,1.184,553,1.1838
2020-11-23 18:00:00,1.18423,1.18474,1.18376,1.18381,3608,1.1843
2020-11-23 19:00:00,1.18387,1.18437,1.18383,1.18424,4633,1.184
2020-11-23 20:00:00,1.18419,1.18474,1.18387,1.18387,8417,1.1843
2020-11-23 21:00:00,1.18464,1.1848,1.18416,1.1842,5312,1.1844
2020-11-23 22:00:00,1.18449,1.18475,1.18419,1.18465,5181,1.1845
2020-11-23 23:00:00,1.18541,1.18552,1.18437,1.1845,3871,1.1848
2020-11-24 00:00:00,1.18519,1.18541,1.18492,1.1854,5290,1.1851
2020-11-24 01:00:00,1.18521,1.1857,1.18501,1.1852,5207,1.1854
2020-11-24 02:00:00,1.1848,1.18559,1.1846,1.18522,6668,1.1851
2020-11-24 03:00:00,1.18734,1.18791,1.1848,1.18481,17671,1.1871
2020-11-24 04:00:00,1.18834,1.18904,1.18703,1.18735,12353,1.1881
2020-11-24 05:00:00,1.18806,1.18941,1.1879,1.18835,11635,1.1886
2020-11-24 06:00:00,1.18672,1.18849,1.18661,1.18807,10693,1.1877
2020-11-24 07:00:00,1.18681,1.18762,1.18611,1.18672,9734,1.1868
2020-11-24 08:00:00,1.18543,1.18757,1.18503,1.18681,12736,1.1867
2020-11-24 09:00:00,1.18645,1.18673,1.18413,1.18543,22568,1.1851
2020-11-24 10:00:00,1.18736,1.18828,1.18558,1.18645,17315,1.1867
2020-11-24 11:00:00,1.18739,1.18865,1.18692,1.18736,11732,1.1879
2020-11-24 12:00:00,1.18726,1.18751,1.18651,1.1874,6641,1.187
2020-11-24 13:00:00,1.18814,1.18818,1.18677,1.18727,4907,1.1875
2020-11-24 14:00:00,1.18832,1.18848,1.18753,1.18813,4388,1.1879
2020-11-24 15:00:00,1.18923,1.18942,1.18824,1.18832,5115,1.1886
2020-11-24 16:00:00,1.18898,1.18963,1.1888,1.18923,2847,1.1891
2020-11-24 17:00:00,1.18919,1.18959,1.18875,1.18893,504,1.1893
2020-11-24 18:00:00,1.18977,1.18978,1.18896,1.18921,2842,1.1894
2020-11-24 19:00:00,1.18968,1.19017,1.18946,1.18977,5439,1.1898
2020-11-24 20:00:00,1.18982,1.19062,1.18964,1.18966,7437,1.1901
2020-11-24 21:00:00,1.19047,1.19057,1.18956,1.18982,6839,1.1901
2020-11-24 22:00:00,1.19065,1.19092,1.19028,1.19047,5555,1.1906
2020-11-24 23:00:00,1.19043,1.19102,1.19042,1.19065,4217,1.1907
2020-11-25 00:00:00,1.18979,1.19076,1.18961,1.19043,7103,1.1903
2020-11-25 01:00:00,1.18977,1.19017,1.18912,1.18979,7289,1.1896
2020-11-25 02:00:00,1.19069,1.19146,1.18941,1.18977,12638,1.1904
2020-11-25 03:00:00,1.191,1.19297,1.19009,1.19068,23289,1.1915
2020-11-25 04:00:00,1.19047,1.19101,1.18919,1.19099,17114,1.1901
2020-11-25 05:00:00,1.18945,1.19047,1.18928,1.19047,11064,1.1897
2020-11-25 06:00:00,1.18823,1.18997,1.18819,1.18945,11681,1.1887
2020-11-25 07:00:00,1.18957,1.18967,1.18819,1.18822,8724,1.1888
2020-11-25 08:00:00,1.19044,1.19153,1.18893,1.18957,14935,1.1903
2020-11-25 09:00:00,1.19076,1.19156,1.18917,1.19045,17268,1.1904
2020-11-25 10:00:00,1.19019,1.19264,1.1895,1.19075,21765,1.1908
2020-11-25 11:00:00,1.19073,1.19109,1.18984,1.19019,15025,1.1906
2020-11-25 12:00:00,1.19157,1.1922,1.1906,1.19074,8742,1.1913
2020-11-25 13:00:00,1.19159,1.19208,1.19139,1.19157,5829,1.1917
2020-11-25 14:00:00,1.19154,1.19225,1.19078,1.19159,8009,1.1915
2020-11-25 15:00:00,1.19236,1.19246,1.19134,1.19153,5731,1.192
2020-11-25 16:00:00,1.19118,1.19241,1.19111,1.19236,2634,1.1917
2020-11-25 17:00:00,1.19144,1.19162,1.1912,1.19125,1473,1.1914
2020-11-25 18:00:00,1.19166,1.19182,1.19142,1.19143,1612,1.1916
2020-11-25 19:00:00,1.19223,1.19261,1.19165,1.19165,3289,1.1923
2020-11-25 20:00:00,1.19267,1.19293,1.19222,1.19223,3680,1.1926
2020-11-25 21:00:00,1.19273,1.19278,1.19213,1.19268,3455,1.1924
