date,Close,High,Low,Open,Volume,VolWeiAvgPrc
2020-11-02 22:00:00,1.75618,1.75641,1.75355,1.75451,10372,1.7553
2020-11-02 23:00:00,1.75891,1.75892,1.75618,1.75618,4294,1.7578
2020-11-03 00:00:00,1.75781,1.75929,1.75746,1.75888,7887,1.7581
2020-11-03 01:00:00,1.75745,1.75855,1.75732,1.75781,7630,1.758
2020-11-03 02:00:00,1.75495,1.7576,1.75379,1.75746,12712,1.7553
2020-11-03 03:00:00,1.75267,1.75556,1.75256,1.75494,17660,1.7543
2020-11-03 04:00:00,1.75145,1.7542,1.74969,1.75265,20618,1.7525
2020-11-03 05:00:00,1.75578,1.75589,1.75087,1.75139,11088,1.7527
2020-11-03 06:00:00,1.75458,1.7564,1.75412,1.75579,14377,1.7551
2020-11-03 07:00:00,1.75334,1.7549,1.75231,1.75458,10748,1.7538
2020-11-03 08:00:00,1.7542,1.7551,1.75272,1.75334,14186,1.7536
2020-11-03 09:00:00,1.75394,1.7555,1.75189,1.7542,16095,1.7539
2020-11-03 10:00:00,1.74693,1.75401,1.74659,1.75394,20577,1.7505
2020-11-03 11:00:00,1.74873,1.74902,1.74659,1.74692,15123,1.7478
2020-11-03 12:00:00,1.74808,1.74991,1.74732,1.74873,9803,1.7488
2020-11-03 13:00:00,1.74987,1.75033,1.74768,1.74807,9092,1.7489
2020-11-03 14:00:00,1.75222,1.7523,1.74982,1.74988,7719,1.7509
2020-11-03 15:00:00,1.75116,1.7527,1.74951,1.75222,8408,1.751
2020-11-03 16:00:00,1.749,1.7518,1.74567,1.75117,8956,1.7488
2020-11-03 17:00:00,1.74852,1.75132,1.74528,1.7501,2662,1.7485
2020-11-03 18:00:00,1.74804,1.749,1.74498,1.74851,17014,1.7472
2020-11-03 19:00:00,1.75029,1.7505,1.74461,1.7481,45109,1.7474
2020-11-03 20:00:00,1.7479,1.7512,1.74587,1.7503,40218,1.7476
2020-11-03 21:00:00,1.7489,1.75653,1.74603,1.7479,55022,1.7509
2020-11-03 22:00:00,1.7492,1.75061,1.74388,1.7489,42020,1.7481
2020-11-03 23:00:00,1.75211,1.75281,1.74811,1.74921,26441,1.7503
2020-11-04 00:00:00,1.75256,1.75302,1.74948,1.75211,27453,1.7514
2020-11-04 01:00:00,1.7516,1.75436,1.7506,1.75255,19865,1.7525
2020-11-04 02:00:00,1.7574,1.75814,1.75129,1.75156,28872,1.7541
2020-11-04 03:00:00,1.75917,1.76014,1.75551,1.75735,34845,1.7583
2020-11-04 04:00:00,1.75784,1.7617,1.75649,1.75918,26228,1.7596
2020-11-04 05:00:00,1.75847,1.76079,1.75649,1.75783,22137,1.7589
2020-11-04 06:00:00,1.75668,1.7613,1.756,1.75847,21397,1.7589
2020-11-04 07:00:00,1.7544,1.75801,1.75426,1.75667,33227,1.7561
2020-11-04 08:00:00,1.75762,1.75853,1.75323,1.75441,26624,1.7556
2020-11-04 09:00:00,1.7555,1.75926,1.75523,1.75761,30631,1.7573
2020-11-04 10:00:00,1.75217,1.75715,1.75187,1.7555,30623,1.7542
2020-11-04 11:00:00,1.75055,1.75388,1.74929,1.75218,28037,1.7518
2020-11-04 12:00:00,1.75102,1.75159,1.74958,1.75054,24062,1.7505
2020-11-04 13:00:00,1.75067,1.75152,1.7482,1.75105,14337,1.75
2020-11-04 14:00:00,1.74893,1.75172,1.74892,1.7507,10369,1.7505
2020-11-04 15:00:00,1.74935,1.75142,1.74805,1.74892,15581,1.7501
2020-11-04 16:00:00,1.7503,1.7508,1.74758,1.74935,6413,1.749
2020-11-04 17:00:00,1.75157,1.75216,1.74885,1.7498,3690,1.7504
2020-11-04 18:00:00,1.75115,1.7534,1.75079,1.75156,6879,1.7519
2020-11-04 19:00:00,1.7515,1.7522,1.75001,1.75129,12554,1.7509
2020-11-04 20:00:00,1.7514,1.75318,1.751,1.7515,16979,1.7522
2020-11-04 21:00:00,1.75006,1.75338,1.74896,1.7514,16213,1.7511
2020-11-04 22:00:00,1.75056,1.75109,1.74862,1.75,12519,1.7502
2020-11-04 23:00:00,1.75294,1.75297,1.75055,1.75055,6855,1.7516
2020-11-05 00:00:00,1.75118,1.75341,1.75103,1.75296,9920,1.7527
2020-11-05 01:00:00,1.75305,1.75377,1.75112,1.75117,8926,1.7526
2020-11-05 02:00:00,1.74807,1.75345,1.7479,1.75305,26151,1.7506
2020-11-05 03:00:00,1.75164,1.75221,1.74673,1.74806,27995,1.7497
2020-11-05 04:00:00,1.75323,1.75407,1.75031,1.75165,22899,1.752
2020-11-05 05:00:00,1.7545,1.75653,1.75313,1.75322,19080,1.7546
2020-11-05 06:00:00,1.7546,1.75583,1.75292,1.75449,18614,1.7545
2020-11-05 07:00:00,1.75365,1.756,1.75197,1.7546,27865,1.7539
2020-11-05 08:00:00,1.75166,1.75505,1.75024,1.75366,35860,1.7531
2020-11-05 09:00:00,1.75022,1.75239,1.74951,1.75166,27213,1.7512
2020-11-05 10:00:00,1.7474,1.75077,1.747,1.75023,32878,1.7489
2020-11-05 11:00:00,1.74663,1.74857,1.74614,1.7474,22377,1.7474
2020-11-05 12:00:00,1.74587,1.74837,1.74526,1.74663,16516,1.7471
2020-11-05 13:00:00,1.74545,1.74621,1.74485,1.74586,11274,1.7454
2020-11-05 14:00:00,1.74837,1.74845,1.7451,1.74539,17863,1.7467
2020-11-05 15:00:00,1.74642,1.74903,1.74618,1.74835,22000,1.7475
2020-11-05 16:00:00,1.7455,1.74749,1.7455,1.7464,6878,1.7466
2020-11-05 17:00:00,1.74981,1.75037,1.7443,1.7464,2572,1.748
2020-11-05 18:00:00,1.7469,1.75029,1.74576,1.7498,15966,1.748
2020-11-05 19:00:00,1.7449,1.74754,1.74464,1.74693,17181,1.7463
2020-11-05 20:00:00,1.7415,1.745,1.74038,1.7449,18850,1.7426
2020-11-05 21:00:00,1.74382,1.7451,1.74144,1.74148,16838,1.7434
2020-11-05 22:00:00,1.7442,1.7457,1.74383,1.74384,13968,1.7448
2020-11-05 23:00:00,1.74284,1.74518,1.7425,1.7442,9715,1.7439
2020-11-06 00:00:00,1.74212,1.74326,1.74176,1.74283,9767,1.7426
2020-11-06 01:00:00,1.74249,1.7425,1.7409,1.74211,10486,1.7417
2020-11-06 02:00:00,1.74266,1.74412,1.74206,1.74255,15531,1.743
2020-11-06 03:00:00,1.74572,1.746,1.7414,1.74267,20514,1.7434
2020-11-06 04:00:00,1.74686,1.74732,1.74526,1.74571,21478,1.746
2020-11-06 05:00:00,1.74694,1.7476,1.74534,1.74687,17493,1.7467
2020-11-06 06:00:00,1.74905,1.7493,1.74574,1.74694,19653,1.7472
2020-11-06 07:00:00,1.7517,1.7521,1.74821,1.74906,18921,1.7501
2020-11-06 08:00:00,1.75008,1.7528,1.7493,1.7517,30908,1.7509
2020-11-06 09:00:00,1.75217,1.75309,1.74901,1.75009,40883,1.7508
2020-11-06 10:00:00,1.74974,1.75312,1.74932,1.75217,30632,1.7515
2020-11-06 11:00:00,1.75246,1.75282,1.74832,1.74974,22619,1.7507
2020-11-06 12:00:00,1.75158,1.75258,1.7509,1.75245,12525,1.7518
2020-11-06 13:00:00,1.75304,1.75334,1.75139,1.75159,7681,1.7525
2020-11-06 14:00:00,1.75371,1.75411,1.75257,1.75305,6221,1.7532
2020-11-06 15:00:00,1.75515,1.75519,1.75329,1.75372,10335,1.754
2020-11-06 16:00:00,1.75203,1.75578,1.75197,1.75515,3479,1.7547
2020-11-08 17:00:00,1.75134,1.75181,1.7499,1.75055,1292,1.7512
2020-11-08 18:00:00,1.74976,1.75177,1.7487,1.75136,10246,1.7501
2020-11-08 19:00:00,1.74979,1.75057,1.7484,1.74976,11343,1.7495
2020-11-08 20:00:00,1.74699,1.74982,1.7456,1.7498,18556,1.7477
2020-11-08 21:00:00,1.74513,1.74712,1.74495,1.74698,10928,1.7459
2020-11-08 22:00:00,1.74521,1.74618,1.74485,1.74511,8091,1.7454
2020-11-08 23:00:00,1.74561,1.74602,1.74456,1.74521,7707,1.7452
2020-11-09 00:00:00,1.74441,1.7463,1.74435,1.74562,8786,1.7456
2020-11-09 01:00:00,1.7461,1.74679,1.7444,1.7444,12258,1.746
2020-11-09 02:00:00,1.74559,1.74718,1.74513,1.74604,16936,1.7459
2020-11-09 03:00:00,1.7447,1.74674,1.7441,1.7456,20115,1.7455
2020-11-09 04:00:00,1.74583,1.74618,1.7429,1.7447,16975,1.7445
2020-11-09 05:00:00,1.74466,1.74648,1.7438,1.74583,10006,1.7448
2020-11-09 06:00:00,1.74021,1.74522,1.73931,1.74466,37599,1.7418
2020-11-09 07:00:00,1.73771,1.74428,1.73698,1.74019,62482,1.7418
2020-11-09 08:00:00,1.7381,1.73985,1.73425,1.73771,50561,1.7378
